ID,Sleep Quality,Intelligence,Study Time,Exam Difficulty,Exam Performance,Confidence,House Price
1,54.90232069367304,109.61716880115098,13.31516974999261,6,465.71370300045146,285.65118913583154,994610.9244057605
2,43.005871918537764,101.71383469914346,22.633635421192135,1,376.23162183027245,250.89916854994874,854386.8435413749
3,59.12436211471791,122.50062402468853,18.7623372902774,3,502.149578845465,298.4278719911413,858728.5938739656
4,56.90649364964415,121.9049537791391,8.37381785959166,7,458.1471889004658,270.83997210246724,875081.7368183384
5,45.80574062482824,104.79632214611158,17.93606024723894,5,422.70910670597624,260.99925498117034,788994.1959296002
6,48.690021127429844,109.27004461746702,9.851952953909201,7,407.31215384600335,242.12163449663018,938315.0855790634
7,49.65577985991489,111.8738381705566,16.217951441047585,7,471.39631570276515,283.68115382872656,769509.3691539981
8,48.10558221734947,108.79265397674607,18.90116906734895,5,450.0968114510446,282.03739574723807,784337.5532268854
9,62.909794638621655,110.5104375913465,8.804160000116243,5,467.4101570528993,276.20838459149843,874281.8275052344
10,50.64917068672793,110.57564209279802,13.978587092120963,6,440.71753935578124,269.6208089766456,851950.8879112853
11,46.434875098918226,107.11879653232079,19.338660324431967,6,457.4072449276828,251.42892037379642,978067.112469895
12,53.18997121459748,118.43362265462203,12.337863806285053,7,466.062665626503,275.68660659912837,777102.7412911532
13,51.00845795807958,107.03568837780757,20.67740940967883,4,469.78314668798276,275.73236496838496,869644.9803598952
14,49.65041525879898,115.2377595515944,17.592539628329003,5,452.32825327998694,269.6558610390371,854808.7825490109
15,49.537550622986274,104.70120033601943,16.73454071642853,6,456.50683252602164,259.2840705336528,821833.4212904329
16,52.244516365556876,119.65092435181661,10.985208713980661,4,396.87330756692955,251.34049950841825,979898.888875609
17,44.678221646563166,102.13812680809532,24.48350675213705,6,487.63083399573145,277.43876037333905,924840.6839156682
18,44.18790338928887,105.55580999780214,18.275120282046352,6,430.3641038351912,241.40763722506145,975061.9214445128
19,58.242608733522275,134.423331670849,5.642307956023374,5,415.5301903146393,288.0050322712661,819987.1181822174
20,39.68951990330042,97.7868441619758,22.607225571734034,5,417.7889936858333,227.04085870522164,783094.0020292058
21,50.063748604824845,105.80033106793084,18.190427821398707,5,455.21795761208745,242.9206266377177,876304.270791537
22,44.56235825344786,107.24588750624449,12.176771816816071,6,378.6973312043726,242.18104271263488,1017673.5456155844
23,51.3526974660217,116.81970681594346,6.160360025244566,5,361.43579150629915,246.3226545175541,897422.7841789568
24,55.04225936636367,128.12956181872315,12.48138478407725,6,468.3799447491868,285.5534156182282,915326.9817583193
25,39.627976228717785,105.03128881526895,12.707255513492086,2,279.9035775764338,188.1302487165701,949128.5641043334
26,54.484111358928054,111.56249398458004,21.016638313202954,4,500.5428546885103,292.008542355666,882722.321326932
27,49.75002116561978,111.21718490978392,18.439141764695407,4,439.9162223728023,267.3104159924691,862983.2651512466
28,43.27325344778314,104.09670357801934,21.042310468990294,2,380.82547743696074,244.30079275881997,901518.5566616289
29,40.3439423282513,98.3086281647561,20.457478720591297,6,419.35073814643505,238.08432619392238,985973.4486309405
30,53.54790791738545,106.79875741571503,19.567023103093895,7,529.4277798928073,299.83824440200794,940820.6853967179
31,49.21047484041844,97.27726498372438,16.035148271630888,5,430.26408652378217,255.9158169407599,939543.0270144343
32,51.081839363542464,114.52984354075367,16.763768137528913,5,453.8354126976097,275.4243886952125,917274.0265452081
33,54.086810378876265,116.9722263305148,13.68547665098906,4,432.3451114373338,272.56567772405043,862973.9247834911
34,58.63587877251623,124.64478742940243,22.912382573668296,5,569.8448886009363,316.6821762824423,808980.0408373564
35,49.48114853768362,101.75940290859043,15.264839840225122,6,441.79710537122554,263.00410524363804,799789.2874841942
36,47.214388545878506,106.62923032888324,20.827468878138824,5,458.46960738913214,274.6779232328942,950605.3354571293
37,57.141507149382306,111.98501903267193,16.615731680322614,5,495.9554149547565,275.77980143671357,957464.015752734
38,45.53521298949929,104.59911973043752,20.18899216816555,6,458.42000946356194,264.91963995362494,848824.0261751537
39,44.21214379963664,102.90046065389566,27.21478665855581,6,512.4251900591055,276.3405547129498,928018.3958306327
40,47.34851772535471,98.39901528983778,12.542084760401647,6,401.44097471891706,237.27986986029524,768326.1605745236
41,62.22841378833415,127.99270465391004,18.812940049131182,3,525.5544794651182,320.1469062864744,846280.5984613496
42,45.83752101001294,96.74780770094956,20.496705908669824,6,459.29416267015364,257.41481556150114,893544.5716629357
43,52.067599244149505,115.15464076868507,17.726493087812813,6,486.38386154587454,282.0776733033324,894267.1202000813
44,44.10658429637686,103.99867771779626,14.211793690682788,3,343.4114305264891,225.43176484382144,852811.03613546
45,44.12982620765388,106.3931055618748,19.060124182036123,6,436.76626404802255,269.5027094396167,899490.6701474794
46,48.33538324512743,108.91873215281052,12.069843994375152,3,356.43513004904025,251.24100013254585,1013348.2029210983
47,56.81556853461248,111.09170646208804,18.802068734865916,6,530.2856143205387,296.85514305584303,711882.031179116
48,47.65426330211816,110.95880255929376,19.981962713383634,1,390.64717538309975,265.94313544935113,897145.4125593158
49,54.21437816068291,119.50149715309024,16.436690542561134,4,459.27819728011474,284.83050510294714,899927.0893885928
50,42.71003138728957,97.78240168970706,16.042671034592477,4,363.1503328821867,230.62075344936628,1081623.5296211827
51,47.9984703997554,98.29826474993817,22.605882990894894,9,544.5690524697211,297.18698276169346,1015566.3641708617
52,46.11791357331841,107.07305334526211,22.231490828523405,6,481.9675125375724,265.0521035360727,827661.8450029491
53,48.153517443494955,120.12260488068863,15.874759127572409,6,444.20908294203184,298.03896765721953,918188.5505512143
54,56.20050729308395,119.10909550017684,13.634912168204437,8,517.3723085668641,302.6093605769143,828543.0984198035
55,49.462830958300096,104.45035949115444,11.8830163136299,6,410.46297394775047,248.74007994990046,1004875.236150561
56,50.862967531121,98.7412137291807,17.82448375120706,4,440.03946205633594,252.99640303259363,823263.7440688926
57,51.27300634124311,99.97807698711857,23.595472179612713,5,510.1808935669915,272.7786500743684,959820.7784544401
58,46.92733085502789,111.79847213978283,22.423183724071574,4,458.5527454354381,262.3788177396727,924750.9212184082
59,42.853924519994905,102.96046317958292,19.542363113734027,4,397.1880420059637,226.3119990171069,900595.522175356
60,48.34512282691979,102.04388865828766,24.87255589723534,4,484.5586566019502,263.15184617968123,917702.6225460132
61,50.64193031688067,116.81939219132681,15.32545739367734,6,454.19556663885584,271.87108996966174,803646.5368637227
62,55.09059996231551,123.15017014457746,6.476621560939371,5,395.87641108818366,280.56245473120674,932403.201569263
63,48.72213154218123,113.14423195897625,14.907182377305952,4,403.62409312269403,258.98780342761046,821392.8578961651
64,48.48729494653652,110.80663360714453,20.412058839703597,7,500.38261967506617,304.2472137724291,852471.6159051819
65,58.07595341296137,115.63060007261967,13.373734318612968,4,459.0389864443636,260.0275507545667,882154.0855461106
66,46.13143322726373,100.27625159126158,20.9802628577618,4,433.72525387356706,246.52979821239757,999633.3326952138
67,52.120012007813266,105.13574606436514,21.99058047944367,6,523.7045296382504,268.559538186472,924805.471764305
68,47.08026509335321,113.80760635849546,15.77057856121461,6,432.90424437777,269.95699428497375,933512.6862599577
69,52.07517839449571,119.8518624096029,17.530422388788377,7,503.61890947723094,280.5778872981265,932278.1910077612
70,42.27369171688006,105.80879450572182,16.24182663150736,6,399.67511066559484,259.43950780811116,855244.6652162063
71,47.4062524762597,100.44235384313895,25.17691074884708,6,514.1645499893013,276.7420559714081,925020.8573403772
72,48.60104222823655,105.62525123591685,13.807319251479043,6,423.28004504599204,243.9860120733403,912958.409828331
73,55.03728691037912,113.60784755048408,6.338511796959384,4,374.40458908763577,239.98612198761572,917794.4498914246
74,47.652150231924836,101.38789935852031,22.80075866137429,5,478.4359891437098,263.633866747585,933536.6381317143
75,51.48948519188697,113.36171395305611,23.029988157507407,6,530.8994363280259,302.51362812962964,900576.074537106
76,47.911027834636855,109.0409189509011,21.33708640038365,6,486.50117514849006,286.75503712898706,894814.6108706231
77,45.748096118543984,100.24894173478772,20.793274461614132,5,446.7186809016327,250.37332540451712,969692.743461755
78,53.44523097186209,108.93552649225322,15.13656417713926,6,472.06775445036357,279.43595147090286,971392.4066714186
79,47.699019026190186,105.0482568812011,20.821386381665455,4,447.11588078287963,264.6214661892879,851487.1084213926
80,56.74092188772453,119.0288439907008,19.003643980779486,6,533.340200846693,297.3275564031788,853791.6074243061
81,52.21535692131756,102.82794331438073,22.351403194355672,4,491.6122002509383,270.982893128843,865125.5920915022
82,49.24536905819614,104.54175083533572,19.81653528146722,1,396.9002816086513,246.5142793134436,940021.9297482303
83,52.27774428407405,108.26277344518451,18.711895740761186,7,512.6971357881276,274.24542726499686,896624.4235621142
84,49.799226593506496,102.0041006609998,19.17426980746211,5,463.1781512180241,251.45344972854764,975722.2946619058
85,52.280605217732244,112.18579590813583,20.66692236752999,5,498.07237631015937,302.33496476027057,856204.2566197921
86,47.957874852561154,108.33052503239993,20.69049767763164,6,480.016391324584,250.31089105218015,837967.8941637517
87,39.31753072194968,95.77465728627418,18.881604227234295,6,397.1973240616076,244.315496252764,901663.9906616148
88,50.78410958193296,104.82132315896388,22.460533285026916,6,514.8057636660116,294.8177185186234,900982.1079939143
89,53.30024450586655,112.29329081517767,14.601526194000234,9,516.760498842662,295.93644885662684,796685.9008996866
90,45.09082793463212,104.11846537223323,17.690484350535577,3,382.13824520425766,253.59130149974558,845399.4149458244
91,44.43178147898309,97.67003840295084,27.909423194424487,4,481.859690210939,268.8085480261105,917422.6966906099
92,47.813261616352754,106.0526692641053,10.259313272539105,7,402.0883571834455,260.19450512803263,815427.4709202
93,47.419443766632924,109.21814771169636,17.358666945778246,6,447.8201241361694,273.63317529981595,937179.9769625617
94,52.094979952855155,113.2055502270252,10.480595438844851,4,388.3870393897734,262.3772715766997,713405.604468132
95,50.67077718357799,108.49943634741047,20.175486608785583,4,462.6704215529796,264.954177105455,933344.6275965846
96,55.173432272780026,112.89544477763974,17.188788312101284,5,487.878779607186,291.1145653113742,938925.1395723877
97,58.26751613007345,118.72098150990561,14.913659789061798,6,509.4447641005983,282.7783445575542,865560.3568120872
98,49.91026591301571,107.76379312484212,16.2618518061491,5,440.3710068707523,249.53784538192116,913750.6100287497
99,49.87898339690701,109.1431458318627,10.527839829181769,4,368.94607728081917,257.79435641834675,870120.2753939502
100,51.25123450237474,106.30922774852885,16.2873587864814,5,448.4463518640897,257.6063931007822,1040403.3659550758
101,48.31437731991355,110.70293090851135,18.8913968089387,7,485.98159310110606,270.6969873416775,858025.9008426073
102,49.433231475114745,108.97446471738805,13.306731797759184,6,425.29653494256416,257.85630074485124,863772.0415393732
103,49.505585425436415,116.2609324085471,12.259953346081579,6,419.635179208037,269.9740141229044,821475.3514808514
104,51.320434114080356,125.3216117853686,17.291492816578156,5,465.245586414543,267.6034170522558,865713.4929936958
105,50.69491842945665,108.85595459744934,15.908195755326837,4,425.70042679346477,251.55583058120203,967390.1878900093
106,48.78865250580808,108.32047312892021,13.819584583334482,7,441.2770586459667,264.9349623773859,719084.2063267321
107,50.29515690861553,111.51114311435502,17.981160800937797,5,459.773358042995,272.454574283926,880652.7757074126
108,49.11364065808061,113.59879273288053,17.661788316109693,3,414.94641107073164,275.5039176738164,885432.6602125904
109,53.97340134080073,110.71609423720119,20.613700977702855,5,510.0875614895917,303.7516878665298,820233.8831983076
110,50.03368893352954,108.44012643440007,23.54083279962908,6,522.7821079140132,289.0300758068665,900763.9473594272
